satisfaction_level,satisfaction_level_tuned,last_evaluation,last_evaluation_tuned,number_project,number_project_tuned,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
1,0.62,0.79,0.79,5,5,171,5,0,0,0,IT,medium
0.66,0.66,0.91,0.71,4,4,234,2,1,0,0,IT,medium
0.76,0.76,0.92,0.71,3,3,176,2,0,0,0,IT,medium
0.8,0.8,0.62,0.62,5,5,190,4,1,0,0,IT,medium
0.58,0.58,0.86,0.86,4,4,168,2,0,0,0,product_mng,medium
0.73,0.73,0.93,0.71,3,3,205,3,0,0,0,product_mng,high
1,0.62,0.73,0.73,5,5,189,3,1,0,0,product_mng,low
0.18,0.62,0.9,0.71,4,4,282,4,0,0,0,product_mng,medium
0.47,0.47,0.46,0.71,2,4,152,2,0,0,0,IT,medium
0.92,0.62,0.64,0.64,4,4,217,4,0,0,0,RandD,medium
0.51,0.51,0.5,0.71,4,4,130,3,0,0,0,RandD,medium
0.81,0.81,0.62,0.62,4,4,153,4,0,0,0,RandD,low
0.52,0.52,0.57,0.57,3,3,270,3,0,0,0,RandD,low
0.95,0.62,0.96,0.71,3,3,220,3,0,0,0,RandD,low
0.93,0.62,0.64,0.64,4,4,253,3,0,0,0,RandD,low
0.98,0.62,0.67,0.67,4,4,209,6,0,0,0,marketing,low
0.79,0.79,0.79,0.79,4,4,231,2,0,0,0,sales,low
0.99,0.62,0.73,0.73,4,4,240,4,0,0,0,accounting,low
0.64,0.64,0.9,0.71,5,5,266,3,0,0,0,support,low
0.54,0.54,0.44,0.71,3,3,153,2,0,0,0,technical,low
0.79,0.79,0.59,0.59,4,4,187,2,0,0,0,management,low
0.55,0.55,0.98,0.71,4,4,185,2,1,0,0,marketing,low
0.18,0.62,0.81,0.81,4,4,147,4,0,0,0,marketing,low
0.56,0.56,0.81,0.81,4,4,188,3,1,0,0,marketing,low
0.92,0.62,0.67,0.67,2,4,252,2,0,0,0,sales,low
0.99,0.62,0.75,0.75,4,4,163,2,0,0,0,sales,low
0.77,0.77,0.85,0.85,4,4,189,2,0,0,0,sales,low
0.49,0.49,0.52,0.71,3,3,156,2,0,0,0,sales,low
0.98,0.62,0.58,0.58,3,3,183,3,0,0,0,sales,low
0.18,0.62,0.54,0.71,6,4,209,5,1,0,0,sales,low
0.8,0.8,0.82,0.82,4,4,271,4,0,0,0,sales,low
0.81,0.81,0.77,0.77,5,5,251,2,0,0,0,sales,low
0.13,0.62,0.61,0.61,5,5,198,5,0,0,0,sales,medium
0.58,0.58,0.97,0.71,3,3,274,4,1,0,1,sales,medium
0.75,0.75,0.63,0.63,4,4,209,3,0,0,1,sales,medium
0.8,0.8,0.94,0.71,4,4,271,4,0,0,1,sales,medium
0.78,0.78,0.6,0.6,4,4,143,2,0,0,1,sales,medium
0.92,0.62,0.6,0.6,5,5,236,3,1,0,1,sales,medium
0.85,0.62,0.98,0.71,5,5,222,3,0,0,1,sales,medium
0.52,0.52,0.63,0.63,3,3,233,3,0,0,1,sales,medium
0.95,0.62,0.84,0.84,3,3,270,3,1,0,1,sales,medium
0.81,0.81,0.92,0.71,5,5,258,3,0,0,1,sales,medium
0.16,0.62,0.82,0.82,6,4,202,4,1,0,1,sales,medium
0.91,0.62,0.74,0.74,3,3,150,2,0,0,0,accounting,medium
0.62,0.62,0.51,0.71,4,4,193,3,0,0,0,accounting,high
0.24,0.62,0.42,0.71,5,5,210,5,0,0,0,accounting,low
0.88,0.62,0.51,0.71,3,3,208,3,0,0,0,hr,medium
0.94,0.62,0.73,0.73,3,3,196,3,0,0,0,hr,medium
0.76,0.76,0.79,0.79,5,5,187,4,0,0,0,hr,medium
0.49,0.49,0.67,0.67,3,3,140,2,0,0,0,hr,medium
0.93,0.62,0.9,0.71,4,4,256,4,0,0,0,technical,low
0.92,0.62,0.66,0.66,4,4,113,3,0,0,0,technical,low
0.19,0.62,0.94,0.71,4,4,196,5,0,0,0,technical,low
0.66,0.66,0.76,0.76,3,3,170,3,0,0,0,technical,low
0.16,0.62,0.94,0.71,4,4,261,6,0,0,0,technical,low
0.83,0.83,0.99,0.71,5,5,132,3,0,0,0,technical,low
0.69,0.69,0.53,0.71,3,3,153,3,0,0,0,technical,low
0.82,0.82,0.53,0.71,3,3,147,3,1,0,0,technical,low
0.88,0.62,0.72,0.72,5,5,244,2,0,0,0,technical,low
0.31,0.62,0.42,0.71,4,4,108,4,0,0,0,technical,low
0.83,0.83,0.49,0.71,4,4,218,2,0,0,0,technical,low
0.94,0.62,0.52,0.71,5,5,133,3,0,0,0,support,low
0.65,0.65,0.79,0.79,5,5,233,3,0,0,0,support,low
0.6,0.6,0.6,0.6,4,4,147,3,0,0,0,support,low
0.52,0.52,0.43,0.71,3,3,176,3,0,0,0,support,low
0.66,0.66,0.89,0.71,4,4,169,4,0,0,0,support,low
0.87,0.62,0.87,0.87,4,4,144,3,0,0,0,support,low
0.2,0.62,0.99,0.71,5,5,151,3,1,0,0,support,low
0.63,0.63,0.91,0.71,4,4,252,3,1,0,0,support,medium
0.69,0.69,0.98,0.71,4,4,180,3,0,0,0,support,medium
0.48,0.48,0.61,0.61,3,3,251,3,0,0,0,support,medium
0.8,0.8,0.8,0.8,4,4,263,4,0,0,0,support,medium
0.89,0.62,0.74,0.74,5,5,260,6,0,0,0,technical,medium
0.67,0.67,0.63,0.63,3,3,227,3,0,0,0,technical,medium
0.37,0.62,0.86,0.86,6,4,260,3,0,0,0,technical,medium
0.93,0.62,0.61,0.61,5,5,158,3,0,0,0,management,medium
0.69,0.69,0.52,0.71,3,3,186,3,0,0,0,IT,medium
0.16,0.62,0.61,0.61,4,4,171,6,0,0,0,IT,medium
0.81,0.81,0.55,0.71,3,3,199,2,1,0,0,IT,medium
0.97,0.62,0.63,0.63,5,5,258,2,0,0,0,IT,medium
0.77,0.77,0.59,0.59,4,4,273,2,0,0,0,IT,high
0.75,0.75,0.78,0.78,2,4,259,3,0,0,0,product_mng,low
0.88,0.62,0.82,0.82,3,3,265,3,0,0,0,product_mng,medium
0.43,0.43,0.51,0.71,5,5,168,4,0,0,0,product_mng,medium
0.99,0.62,0.99,0.71,4,4,163,4,0,0,0,product_mng,medium
0.59,0.59,0.65,0.65,5,5,265,3,0,0,0,IT,medium
0.89,0.62,0.71,0.71,4,4,190,3,0,0,0,RandD,low
0.54,0.54,0.73,0.73,3,3,157,3,0,0,0,RandD,low
0.32,0.62,0.86,0.86,4,4,266,4,0,0,0,RandD,low
0.17,0.62,0.55,0.71,6,4,240,6,0,0,0,RandD,low
0.78,0.78,0.55,0.71,3,3,143,3,0,0,0,RandD,low
0.73,0.73,0.68,0.68,3,3,121,5,0,0,0,RandD,low
0.65,0.65,0.76,0.76,2,4,170,5,0,0,0,IT,low
0.8,0.8,0.71,0.71,4,4,161,4,0,0,0,IT,low
0.61,0.61,0.86,0.86,3,3,239,3,0,0,0,IT,low
0.67,0.67,0.49,0.71,3,3,224,3,0,0,0,IT,low
0.63,0.63,0.57,0.57,3,3,242,3,0,0,0,product_mng,low
0.51,0.51,0.58,0.58,4,4,140,2,1,0,0,product_mng,low
0.82,0.82,0.59,0.59,5,5,170,3,0,0,0,product_mng,low
0.79,0.79,0.67,0.67,5,5,156,2,0,0,0,product_mng,low
0.49,0.49,0.6,0.6,2,4,113,5,0,0,0,IT,low
0.7,0.7,0.59,0.59,3,3,138,3,0,0,0,RandD,low
0.13,0.62,0.5,0.71,3,3,137,5,0,0,0,RandD,low
0.83,0.83,0.52,0.71,5,5,217,3,0,0,0,RandD,low
0.83,0.83,0.91,0.71,3,3,155,3,0,0,0,RandD,low
0.19,0.62,0.83,0.83,5,5,280,4,0,0,0,RandD,low
0.8,0.8,0.81,0.81,5,5,248,2,1,0,0,RandD,low
0.49,0.49,0.67,0.67,2,4,190,8,0,0,0,marketing,medium
0.92,0.62,0.99,0.71,3,3,176,8,0,0,0,sales,medium
0.81,0.81,0.55,0.71,4,4,217,8,0,0,0,accounting,medium
0.62,0.62,0.91,0.71,3,3,269,8,0,0,0,support,medium
0.21,0.62,0.7,0.7,3,3,238,8,0,0,0,technical,medium
0.95,0.62,0.74,0.74,5,5,243,6,0,0,0,management,medium
0.51,0.51,0.8,0.8,4,4,198,6,0,0,0,marketing,medium
0.52,0.52,0.89,0.71,3,3,188,6,0,0,0,marketing,medium
0.64,0.64,0.56,0.56,3,3,257,6,0,0,0,marketing,medium
0.62,0.62,0.79,0.79,4,4,268,6,0,0,0,sales,medium
0.73,0.73,0.88,0.71,5,5,233,4,1,0,0,sales,medium
0.32,0.62,0.86,0.86,4,4,214,5,0,0,0,sales,medium
0.78,0.78,0.96,0.71,2,4,285,3,0,0,0,sales,high
0.65,0.65,0.91,0.71,4,4,224,2,1,0,0,sales,low
0.56,0.56,0.92,0.71,4,4,224,3,0,0,0,sales,medium
0.96,0.62,0.89,0.71,3,3,142,4,0,0,0,sales,medium
0.79,0.79,0.82,0.82,4,4,220,3,0,0,0,sales,medium
0.66,0.66,0.58,0.58,4,4,244,3,0,0,0,sales,medium
0.67,0.67,0.68,0.68,4,4,171,3,0,0,0,sales,low
0.86,0.62,0.82,0.82,4,4,274,2,1,0,0,sales,low
0.57,0.57,0.72,0.72,4,4,214,2,1,0,0,sales,low
0.86,0.62,0.87,0.87,5,5,171,2,0,0,0,sales,low
0.52,0.52,0.59,0.59,5,5,150,2,0,0,0,sales,low
0.73,0.73,0.61,0.61,4,4,260,2,1,0,0,sales,low
0.78,0.78,0.63,0.63,5,5,259,3,0,0,0,sales,low
0.95,0.62,0.63,0.63,3,3,153,2,0,0,0,sales,low
0.75,0.75,0.61,0.61,3,3,263,3,0,0,0,sales,low
0.83,0.83,0.52,0.71,2,4,149,2,1,0,0,sales,low
0.48,0.48,1,0.71,4,4,261,3,0,0,0,accounting,low
0.3,0.62,0.58,0.58,2,4,189,4,1,0,0,accounting,low
0.72,0.72,0.85,0.85,5,5,237,4,0,0,0,accounting,low
0.61,0.61,0.52,0.71,3,3,224,3,0,0,0,hr,low
0.31,0.62,0.87,0.87,6,4,240,3,1,0,0,hr,low
0.62,0.62,0.81,0.81,3,3,245,2,1,0,0,hr,low
0.48,0.48,0.49,0.71,3,3,268,3,0,0,0,hr,low
0.97,0.62,0.89,0.71,4,4,208,2,1,0,0,technical,low
0.61,0.61,0.83,0.83,4,4,153,2,0,0,0,technical,low
0.93,0.62,0.99,0.71,3,3,169,3,0,0,0,technical,low
0.89,0.62,0.39,0.71,5,5,218,2,0,0,0,technical,low
0.95,0.62,0.9,0.71,3,3,155,3,0,0,0,technical,medium
0.36,0.62,0.44,0.71,5,5,155,3,0,0,0,technical,medium
0.29,0.62,0.39,0.71,6,4,105,6,0,0,0,technical,medium
0.65,0.65,0.83,0.83,4,4,251,2,0,0,0,technical,medium
0.72,0.72,0.54,0.71,4,4,219,2,0,0,0,technical,medium
0.51,0.51,0.56,0.56,4,4,198,2,1,0,0,technical,medium
0.54,0.54,0.53,0.71,4,4,158,2,0,0,0,technical,medium
0.66,0.66,0.58,0.58,3,3,157,2,0,0,0,support,medium
0.59,0.59,0.54,0.71,4,4,178,2,0,0,0,support,medium
0.45,0.45,0.48,0.71,3,3,145,2,0,0,0,support,medium
0.15,0.62,0.91,0.71,5,5,230,3,0,0,0,support,medium
0.95,0.62,0.53,0.71,3,3,174,3,0,0,0,support,medium
0.49,0.49,0.59,0.59,5,5,140,3,0,0,0,support,high
0.68,0.68,0.97,0.71,3,3,174,2,0,0,0,support,low
0.7,0.7,0.76,0.76,4,4,173,2,0,0,0,support,medium
0.9,0.62,0.73,0.73,2,4,203,4,0,0,0,support,medium
0.94,0.62,0.95,0.71,5,5,170,3,0,0,0,support,medium
0.8,0.8,0.86,0.86,3,3,203,3,0,0,0,support,medium
0.59,0.59,0.53,0.71,5,5,169,3,0,0,0,technical,low
0.43,0.43,0.96,0.71,3,3,109,6,0,0,0,technical,low
0.7,0.7,0.54,0.71,5,5,263,3,0,0,0,technical,low
0.51,0.51,0.62,0.62,4,4,185,3,0,0,0,management,low
0.12,0.62,0.49,0.71,4,4,191,5,0,0,0,IT,low
0.14,0.62,0.56,0.56,5,5,259,4,1,0,0,IT,low
0.86,0.62,0.91,0.71,4,4,253,3,0,0,0,IT,low
0.97,0.62,0.5,0.71,3,3,216,3,0,0,0,IT,low
1,0.62,0.86,0.86,2,4,264,3,0,0,0,IT,medium
0.49,0.49,0.63,0.63,3,3,181,3,1,0,0,product_mng,medium
0.9,0.62,0.93,0.71,3,3,209,3,0,0,0,product_mng,medium
0.82,0.82,0.89,0.71,4,4,239,2,0,0,0,product_mng,medium
0.59,0.59,0.48,0.71,3,3,197,3,0,0,0,product_mng,medium
0.97,0.62,0.57,0.57,4,4,150,2,0,0,0,IT,medium
0.69,0.69,0.88,0.71,3,3,164,10,0,0,0,management,medium
0.73,0.73,0.84,0.84,3,3,216,8,0,0,0,management,medium
0.48,0.48,0.74,0.74,2,4,271,8,1,0,0,management,medium
0.94,0.62,0.49,0.71,4,4,176,8,0,0,0,management,medium
0.74,0.74,0.73,0.73,3,3,156,8,0,0,0,management,medium
0.65,0.65,0.63,0.63,4,4,143,8,0,0,0,management,medium
0.93,0.62,0.94,0.71,4,4,233,6,0,0,0,IT,medium
0.57,0.57,0.67,0.67,3,3,138,6,1,0,0,IT,medium
0.9,0.62,0.49,0.71,3,3,259,6,0,0,0,IT,medium
0.55,0.55,0.86,0.86,4,4,169,6,0,0,0,IT,medium
0.59,0.59,0.73,0.73,3,3,172,6,0,0,0,product_mng,medium
0.72,0.72,0.98,0.71,4,4,156,3,0,0,0,product_mng,medium
0.87,0.62,0.52,0.71,4,4,140,3,0,0,0,product_mng,medium
0.86,0.62,0.82,0.82,4,4,212,2,0,0,0,product_mng,medium
0.61,0.61,0.5,0.71,4,4,269,3,0,0,0,IT,medium
0.45,0.45,0.63,0.63,5,5,111,5,0,0,0,management,medium
0.51,0.51,0.63,0.63,4,4,198,2,0,0,0,management,medium
0.87,0.62,0.92,0.71,4,4,263,3,0,0,0,management,medium
0.29,0.62,0.38,0.71,5,5,191,5,0,0,0,management,medium
0.57,0.57,0.64,0.64,3,3,188,3,0,0,0,management,medium
0.69,0.69,0.83,0.83,4,4,252,3,0,0,0,management,medium
0.61,0.61,0.9,0.71,2,4,142,3,0,0,0,marketing,high
0.96,0.62,0.85,0.85,4,4,247,3,0,0,0,sales,high
0.16,0.62,0.61,0.61,6,4,269,2,0,0,0,accounting,high
0.96,0.62,0.82,0.82,4,4,244,3,0,0,0,support,high
0.77,0.77,0.81,0.81,4,4,164,3,0,0,0,technical,high
0.85,0.62,0.87,0.87,6,4,232,5,0,0,0,management,high
0.37,0.62,0.49,0.71,3,3,177,3,0,0,0,marketing,high
0.68,0.68,0.65,0.65,3,3,173,3,1,0,0,marketing,high
0.87,0.62,0.6,0.6,5,5,165,2,1,0,0,marketing,high
0.95,0.62,0.8,0.8,3,3,225,2,0,0,0,sales,high
0.84,0.84,0.63,0.63,3,3,121,3,1,0,0,sales,low
0.44,0.44,0.51,0.71,2,4,219,4,0,0,0,sales,low
0.94,0.62,0.73,0.73,4,4,204,2,0,0,0,sales,low
0.85,0.62,0.94,0.71,5,5,235,4,0,0,0,sales,low
0.75,0.75,0.51,0.71,2,4,215,2,1,0,0,sales,low
0.76,0.76,0.67,0.67,5,5,243,3,0,0,0,sales,low
0.13,0.62,0.97,0.71,4,4,162,6,0,0,0,sales,low
0.6,0.6,0.79,0.79,4,4,262,3,0,0,0,sales,low
0.45,0.45,0.55,0.71,4,4,206,2,0,0,0,sales,low
0.49,0.49,1,0.71,2,4,125,4,1,0,0,sales,low
0.19,0.62,0.36,0.71,3,3,167,5,0,0,0,sales,low
0.68,0.68,0.89,0.71,5,5,218,5,0,0,0,sales,low
0.53,0.53,0.91,0.71,5,5,181,3,0,0,0,sales,low
1,0.62,0.77,0.77,5,5,269,3,0,0,0,sales,low
0.99,0.62,0.86,0.86,3,3,167,2,0,0,0,sales,low
0.29,0.62,0.75,0.75,6,4,271,10,0,0,0,sales,medium
0.54,0.54,0.83,0.83,4,4,201,8,1,0,0,sales,medium
0.25,0.62,0.9,0.71,6,4,229,8,0,0,0,sales,medium
0.71,0.71,0.76,0.76,4,4,148,8,0,0,0,accounting,medium
0.96,0.62,0.84,0.84,3,3,147,8,0,0,0,accounting,medium
0.8,0.8,0.9,0.71,4,4,211,8,0,0,0,accounting,medium
0.82,0.82,0.87,0.87,5,5,145,6,0,0,0,hr,medium
0.19,0.62,0.97,0.71,6,4,269,6,0,0,0,hr,medium
0.43,0.43,0.74,0.74,4,4,129,6,0,0,0,hr,medium
0.62,0.62,0.84,0.84,3,3,270,6,0,0,0,hr,medium
0.75,0.75,0.85,0.85,3,3,250,6,0,0,0,technical,medium
0.56,0.56,0.48,0.71,5,5,192,2,1,0,0,technical,medium
0.88,0.62,0.91,0.71,4,4,233,4,0,0,0,technical,high
0.63,0.63,0.57,0.57,4,4,192,3,0,0,0,technical,high
0.75,0.75,0.93,0.71,3,3,247,2,0,0,0,technical,high
0.74,0.74,1,0.71,4,4,192,4,0,0,0,technical,high
0.55,0.55,0.68,0.68,3,3,178,3,1,0,0,technical,high
0.87,0.62,0.55,0.71,4,4,197,3,0,0,0,technical,high
0.13,0.62,0.9,0.71,5,5,264,6,0,0,0,technical,high
0.33,0.62,0.64,0.64,2,4,274,3,1,0,0,technical,high
0.89,0.62,0.97,0.71,4,4,147,2,0,0,0,technical,low
0.56,0.56,0.94,0.71,3,3,154,3,1,0,0,support,low
0.95,0.62,0.61,0.61,3,3,224,2,1,0,0,support,low
0.57,0.57,0.59,0.59,4,4,250,2,0,0,0,support,low
0.72,0.72,0.53,0.71,3,3,179,3,0,0,0,support,low
0.28,0.62,0.44,0.71,4,4,170,2,0,0,0,support,low
0.54,0.54,0.61,0.61,4,4,118,5,0,0,0,support,low
0.54,0.54,0.95,0.71,4,4,256,3,0,0,0,support,low
0.99,0.62,0.8,0.8,3,3,209,2,0,0,0,support,medium
0.37,0.62,0.69,0.69,2,4,146,3,0,0,0,support,medium
0.77,0.77,0.87,0.87,3,3,275,4,1,0,0,support,medium
0.7,0.7,0.88,0.71,4,4,180,2,0,0,0,support,medium
0.8,0.8,0.74,0.74,3,3,228,3,0,0,0,technical,medium
0.52,0.52,0.63,0.63,3,3,204,3,0,0,0,technical,medium
0.69,0.69,0.55,0.71,3,3,172,2,0,0,0,technical,medium
0.6,0.6,0.62,0.62,5,5,274,3,0,0,0,management,medium
0.74,0.74,0.64,0.64,3,3,136,2,0,0,0,IT,medium
0.69,0.69,0.82,0.82,4,4,252,3,1,0,0,IT,medium
0.78,0.78,0.89,0.71,4,4,137,3,0,0,0,IT,medium
0.77,0.77,0.75,0.75,4,4,191,3,0,0,0,IT,medium
0.91,0.62,0.68,0.68,4,4,132,4,0,0,0,IT,medium
0.54,0.54,0.68,0.68,6,4,249,5,0,0,0,product_mng,medium
0.48,0.48,0.77,0.77,6,4,274,6,0,0,0,product_mng,medium
0.55,0.55,0.96,0.71,3,3,194,3,0,0,0,product_mng,medium
0.17,0.62,0.36,0.71,6,4,191,2,0,0,0,product_mng,medium
0.77,0.77,0.83,0.83,5,5,216,4,0,0,0,IT,medium
0.93,0.62,0.98,0.71,3,3,241,3,0,0,0,IT,medium
0.65,0.65,0.91,0.71,4,4,243,5,1,0,0,IT,medium
0.67,0.67,0.52,0.71,4,4,207,3,0,0,0,IT,medium
0.95,0.62,0.88,0.71,3,3,199,3,0,0,0,IT,medium
0.61,0.61,0.97,0.71,6,4,286,4,0,0,0,product_mng,medium
0.57,0.57,0.39,0.71,4,4,132,3,0,0,0,product_mng,high
0.65,0.65,1,0.71,4,4,229,4,0,0,0,product_mng,low
0.85,0.62,0.81,0.81,4,4,260,3,0,0,0,product_mng,medium
0.61,0.61,0.96,0.71,3,3,214,2,0,0,0,IT,medium
0.65,0.65,0.9,0.71,6,4,217,4,1,0,1,RandD,medium
0.92,0.62,0.93,0.71,4,4,225,2,0,0,1,RandD,medium
0.37,0.62,0.41,0.71,2,4,113,3,0,0,1,RandD,medium
0.48,0.48,0.77,0.77,5,5,250,2,0,0,1,RandD,medium
0.82,0.82,0.91,0.71,5,5,271,2,0,0,1,RandD,medium
0.84,0.84,0.75,0.75,4,4,135,3,0,0,1,RandD,medium
0.57,0.57,0.46,0.71,2,4,100,6,1,0,1,marketing,medium
0.8,0.8,0.75,0.75,4,4,224,3,0,0,1,sales,medium
0.49,0.49,0.91,0.71,4,4,134,4,0,0,0,accounting,low
0.79,0.79,0.82,0.82,5,5,158,2,0,0,0,support,low
0.48,0.48,0.67,0.67,3,3,183,2,0,0,0,technical,low
0.28,0.62,0.89,0.71,4,4,97,6,0,0,0,management,low
0.47,0.47,0.56,0.56,4,4,226,3,0,0,0,marketing,low
0.91,0.62,0.6,0.6,4,4,235,4,1,0,0,marketing,low
0.75,0.75,0.6,0.6,4,4,186,10,1,0,0,marketing,low
0.61,0.61,0.89,0.71,3,3,242,10,0,0,0,sales,high
0.47,0.47,0.79,0.79,3,3,284,10,0,0,0,sales,low
0.22,0.62,0.7,0.7,2,4,274,10,0,0,0,sales,high
0.5,0.5,0.48,0.71,4,4,130,10,0,0,0,sales,high
0.56,0.56,0.87,0.87,3,3,146,10,0,0,0,sales,low
0.84,0.84,0.85,0.85,4,4,207,10,0,0,0,sales,low
0.69,0.69,0.72,0.72,4,4,210,2,1,0,0,sales,high
0.53,0.53,0.64,0.64,3,3,143,2,0,0,0,sales,low
0.17,0.62,0.57,0.57,4,4,116,3,0,0,0,sales,medium
0.48,0.48,0.71,0.71,2,4,162,3,1,0,0,sales,high
0.94,0.62,0.51,0.71,3,3,242,3,0,0,0,sales,medium
0.77,0.77,0.89,0.71,4,4,153,7,0,0,0,sales,medium
1,0.62,0.72,0.72,5,5,194,7,1,0,0,sales,medium
0.49,0.49,0.65,0.65,4,4,233,7,0,0,0,sales,medium
0.93,0.62,0.73,0.73,4,4,283,7,0,0,0,sales,high
0.38,0.38,0.43,0.71,3,3,188,7,0,0,0,sales,medium
0.6,0.6,0.54,0.71,4,4,182,6,0,0,0,sales,medium
0.5,0.5,0.82,0.82,2,4,286,6,0,0,0,sales,medium
0.97,0.62,0.55,0.71,5,5,212,6,0,0,0,sales,high
0.93,0.62,0.95,0.71,5,5,176,6,0,0,1,accounting,medium
0.5,0.5,1,0.71,5,5,264,8,0,0,1,accounting,high
0.52,0.52,0.84,0.84,3,3,261,8,0,0,1,accounting,low
0.5,0.5,0.71,0.71,4,4,163,8,0,0,1,hr,medium
0.55,0.55,0.4,0.71,3,3,139,8,0,0,1,hr,medium
0.95,0.62,0.84,0.84,3,3,261,8,1,0,1,hr,medium
0.48,0.48,0.42,0.71,2,4,275,6,1,0,1,hr,medium
0.51,0.51,0.39,0.71,5,5,132,6,1,0,1,technical,low
0.96,0.62,0.48,0.71,3,3,202,6,0,0,0,technical,low
0.97,0.62,0.84,0.84,4,4,177,6,0,0,0,technical,low
0.97,0.62,0.66,0.66,5,5,234,6,0,0,0,technical,low
0.71,0.71,0.54,0.71,4,4,188,6,0,0,0,technical,low
0.82,0.82,0.49,0.71,5,5,203,6,0,0,0,technical,low
0.57,0.57,1,0.71,4,4,227,10,0,0,0,technical,low
0.48,0.48,0.93,0.71,3,3,150,10,0,0,0,technical,low
0.71,0.71,0.64,0.64,3,3,267,3,0,0,0,technical,low
0.63,0.63,0.61,0.61,5,5,186,10,0,0,0,technical,low
0.99,0.62,0.84,0.84,4,4,142,10,0,0,0,technical,high
0.79,0.79,0.83,0.83,3,3,126,10,1,0,0,support,low
0.65,0.65,0.85,0.85,4,4,201,10,0,0,0,support,low
0.7,0.7,0.85,0.85,4,4,142,2,0,0,0,support,low
0.99,0.62,0.94,0.71,4,4,167,4,0,0,0,support,low
0.65,0.65,0.62,0.62,4,4,258,2,0,0,0,support,high
0.92,0.62,0.85,0.85,3,3,207,2,0,0,0,support,low
0.24,0.62,0.5,0.71,4,4,282,4,1,0,0,support,low
0.39,0.39,0.89,0.71,3,3,188,5,0,0,0,support,low
0.82,0.82,0.85,0.85,3,3,214,2,0,0,0,support,high
0.78,0.78,0.89,0.71,4,4,272,2,0,0,0,support,low
0.62,0.62,0.79,0.79,3,3,259,3,0,0,0,support,medium
0.6,0.6,0.61,0.61,5,5,191,2,1,0,0,technical,high
0.49,0.49,0.57,0.57,3,3,192,3,0,0,0,technical,medium
0.82,0.82,0.82,0.82,3,3,164,3,0,0,0,technical,high
0.48,0.48,0.81,0.81,4,4,149,2,0,0,0,management,medium
0.69,0.69,0.56,0.56,4,4,149,3,0,0,0,IT,medium
0.4,0.4,0.89,0.71,2,4,165,3,0,0,0,IT,medium
0.72,0.72,0.8,0.8,3,3,222,3,0,0,0,IT,medium
0.75,0.75,0.84,0.84,5,5,222,3,1,0,0,IT,medium
0.5,0.5,0.77,0.77,3,3,265,3,0,0,0,IT,medium
0.78,0.78,0.5,0.71,5,5,247,4,0,0,0,product_mng,medium
0.76,0.76,0.45,0.71,4,4,147,2,0,0,0,product_mng,medium
0.94,0.62,0.52,0.71,3,3,273,3,0,0,0,product_mng,high
0.24,0.62,0.94,0.71,6,4,144,4,0,0,0,product_mng,low
0.99,0.62,0.66,0.66,3,3,181,2,0,0,0,IT,medium
0.67,0.67,0.64,0.64,3,3,198,2,1,0,0,management,medium
0.76,0.76,0.57,0.57,5,5,255,4,0,0,0,management,medium
0.76,0.76,0.77,0.77,4,4,169,10,0,0,0,management,medium
0.55,0.55,0.64,0.64,4,4,201,10,1,0,0,management,medium
0.74,0.74,0.6,0.6,4,4,274,10,1,0,0,management,medium
0.81,0.81,0.85,0.85,4,4,134,10,1,0,0,management,medium
0.98,0.62,0.67,0.67,3,3,190,10,0,0,0,IT,medium
0.98,0.62,0.98,0.71,4,4,170,10,0,0,0,IT,medium
0.58,0.58,0.91,0.71,3,3,154,10,0,0,0,product_mng,high
0.18,0.62,0.75,0.75,3,3,142,2,0,0,0,product_mng,low
0.57,0.57,0.67,0.67,5,5,235,2,0,0,0,product_mng,low
0.7,0.7,0.62,0.62,3,3,110,3,0,0,0,product_mng,low
0.49,0.49,0.77,0.77,3,3,211,3,0,0,0,IT,high
0.7,0.7,0.56,0.56,4,4,214,3,0,0,1,management,medium
0.16,0.62,0.93,0.71,5,5,210,7,0,0,1,management,medium
0.58,0.58,0.59,0.59,3,3,207,7,0,0,1,management,medium
0.66,0.66,0.57,0.57,4,4,161,7,0,0,1,management,medium
0.51,0.51,0.55,0.71,2,4,102,7,0,0,1,management,medium
0.48,0.48,0.84,0.84,4,4,186,7,0,0,1,management,medium
0.56,0.56,0.71,0.71,3,3,211,6,0,0,1,marketing,low
0.81,0.81,0.62,0.62,3,3,240,6,0,0,1,sales,low
0.57,0.57,0.7,0.7,4,4,237,6,0,0,0,accounting,low
0.66,0.66,0.53,0.71,3,3,164,6,0,0,0,support,low
0.22,0.62,0.91,0.71,6,4,222,8,0,0,0,technical,low
0.96,0.62,0.71,0.71,3,3,205,8,1,0,0,management,medium
0.87,0.62,0.88,0.71,4,4,140,8,0,0,0,marketing,medium
0.61,0.61,0.42,0.71,2,4,103,8,0,0,0,marketing,medium
0.66,0.66,0.85,0.85,3,3,178,8,1,0,0,marketing,medium
0.9,0.62,0.51,0.71,4,4,137,6,0,0,0,sales,medium
0.64,0.64,0.67,0.67,3,3,143,6,0,0,0,sales,medium
0.76,0.76,0.82,0.82,4,4,170,6,0,0,0,sales,medium
0.97,0.62,0.41,0.71,5,5,135,6,0,0,0,sales,medium
0.69,0.69,0.76,0.76,3,3,174,6,0,0,0,sales,medium
0.98,0.62,0.55,0.71,3,3,166,6,1,0,0,sales,medium
0.18,0.62,0.61,0.61,5,5,174,6,0,0,0,sales,medium
